Gene	Length	YM9A	YC0A	YC1A	YC2A	YC3A	YC4A	YH1A	YH2A	YH3A	YH4A	RC1A	RC2A	RC3A	RC4A	RH1A	RH2A	RH3A	RH4A	YM9B	YC0B	YC1B	YC2B	YC3B	YC4B	YH1B	YH2B	YH3B	YH4B	RC1B	RC2B	RC3B	RC4B	RH1B	RH2B	RH3B	RH4B
CNAG_01940	2109	36.415	0.99	102.634	74.27	36.123	36.971	60.663	64.057	42.756	36.421	37.269	36.86	49.758	43.759	20.326	33.463	18.59	30.1	26.376	6.453	51.34	75.972	50.522	36.196	59.869	51.646	38.104	26.675	52.135	78.935	53.996	55.72	22.428	40.078	33.815	65.713
CNAG_01941	3200	131.412	91.034	64.146	165.234	152.579	167.181	127.975	111.313	101.459	130.636	24.174	92.807	79.94	116.974	31.111	71.448	47.591	47.554	84.199	47.017	58.575	118.438	191.419	147.08	97.496	125.602	105.008	138.577	16.531	86.453	81.306	144.654	26.804	93.302	70.23	76.933
CNAG_01942	396	1.056	13.853	49.644	20.441	8.986	15.243	39.265	23.103	45.76	32.483	21.656	36.86	23.384	24.178	34.844	17.184	23.795	12.647	4.396	38.72	34.784	7.402	10.927	24.992	22.613	21.071	38.99	19.518	35.604	22.553	11.883	29.37	26.257	32.383	57.658	11.86
CNAG_01943	1437	81.275	19.79	65.82	112.768	100.281	84.32	122.989	64.582	112.321	75.794	50.363	45.416	38.882	35.245	35.674	36.403	20.821	22.006	89.948	5.839	56.767	103.828	95.131	76.413	98.608	92.549	85.513	48.795	66.758	65.153	31.897	43.918	108.309	36.551	32.948	10.258
CNAG_01944	734	0	0	0	0	0	0	0	0	0	0	2.015	0	4.079	0.511	2.074	2.035	0	2.782	0	2.766	0.557	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0
CNAG_01945	1368	0	28.696	7.251	0.341	0	2.432	2.285	0	0.231	2.531	35.758	17.442	8.157	6.981	4.148	8.818	8.551	27.065	0	8.912	14.053	0.584	0	0.718	0	0	2.215	0.651	10.808	4.385	3.961	4.941	8.205	5.771	22.11	43.916
CNAG_01946	1897	43.276	90.045	97.056	66.434	22.105	21.891	88.294	52.506	39.983	30.374	130.44	21.721	24.743	28.946	11.2	27.132	10.782	27.824	50.215	38.413	178.231	42.077	26.611	24.13	75.439	46.275	29.243	21.47	143.689	12.529	24.6	42.545	12.034	34.628	28.179	84.626
CNAG_01947	1143	2.111	13.853	5.578	5.11	2.875	2.108	3.532	6.301	6.933	10.125	11.08	4.607	14.683	4.768	3.319	4.296	2.974	9.106	3.043	5.224	1.809	1.364	1.028	2.011	2.41	2.479	9.304	11.711	3.815	0	2.293	5.215	0	1.924	1.734	18.913
CNAG_01948	3228	81.803	48.486	100.961	153.992	117.534	126.805	106.576	132.84	152.304	121.918	40.29	60.226	70.423	57.38	18.252	81.623	34.206	35.918	91.808	13.214	57.88	107.724	101.945	126.684	113.065	144.608	116.085	123.614	34.333	85.827	79.638	84.541	42.667	70.858	64.595	77.574
CNAG_01949	1367	36.415	129.625	33.468	30.662	31.271	23.999	20.567	3.675	23.342	17.296	45.83	46.733	49.758	44.61	14.933	20.575	11.898	14.924	30.772	7.99	7.513	11.104	7.585	9.193	2.039	3.718	1.772	7.807	21.617	27.565	22.307	29.919	0	7.695	10.405	8.334
CNAG_01950	1539	72.831	34.633	71.955	94.371	78.715	100.374	64.611	91.361	54.774	93.091	70.005	69.441	68.248	56.359	15.348	59.013	34.578	30.606	74.731	14.136	30.053	76.361	99.759	89.053	63.205	70.238	50.953	41.638	47.049	102.115	58.999	62.857	28.992	49.056	35.549	50.647
CNAG_01951	647	1640.276	255.292	292.842	619.714	1152.696	1645.057	349.23	690.454	892.329	1112.306	292.105	391.962	662.086	791.746	119.881	319.257	335.367	120.908	1388.784	62.382	196.04	474.142	951.311	1240.272	235.955	559.426	859.115	845.127	192.645	476.745	707.987	714.485	150.976	352.368	319.505	133.029
CNAG_01952	1262	0.528	63.328	13.945	7.495	7.728	8.108	11.426	11.551	23.805	8.437	14.102	13.822	16.858	18.389	4.563	16.732	7.064	3.035	9.13	15.365	18.366	3.896	4.371	8.905	11.863	10.329	0	7.157	31.154	5.638	10.632	16.469	0	10.581	4.335	18.913
CNAG_01953	1879	15.305	0	50.201	67.797	63.979	22.539	25.346	42.53	33.28	26.155	9.569	20.734	29.909	16.516	0	4.296	7.064	15.683	34.491	3.38	38.679	61.946	53.093	16.949	28.544	26.856	25.698	13.663	24.16	20.047	14.802	24.978	7.111	33.024	13.439	16.028
CNAG_01954	1078	2.111	6.927	27.89	6.814	3.954	0.811	23.06	4.2	3.004	0.844	29.211	8.228	2.447	4.257	2.489	4.07	0	6.324	0.507	31.652	53.149	21.818	1.157	0	25.764	2.479	4.874	0	62.943	20.047	5.629	2.196	26.804	10.26	6.069	0.962
CNAG_01955	1283	0	12.864	22.312	5.11	0.719	0	20.775	15.227	2.311	0	13.598	0	0	0.851	3.733	0.904	0	0	1.014	21.511	24.488	8.182	0	0.718	40.036	9.503	1.772	0	10.173	3.759	0	0	14.769	0	0	0
CNAG_01956	1244	16.361	10.885	13.387	30.321	17.253	38.593	12.881	27.828	27.965	27.14	8.562	29.948	35.348	48.526	4.148	26.68	14.5	28.583	31.786	11.37	17.113	24.155	30.468	33.179	5.19	25.203	20.381	44.891	8.265	23.179	26.685	32.664	14.222	23.085	27.745	37.184
CNAG_01957	951	81.275	55.412	28.448	54.851	37.74	65.186	31.37	60.382	74.419	95.341	9.065	84.909	107.13	79.685	20.326	101.294	49.822	42.495	103.305	25.199	26.992	35.064	36.767	55.586	23.54	68.999	61.587	48.795	12.08	60.141	67.13	85.639	24.069	81.76	67.196	59.943
CNAG_01958	799	52.776	80.15	26.216	34.41	52.657	71.186	25.761	55.656	41.369	89.434	14.102	41.467	84.29	74.407	11.615	55.169	34.95	49.324	31.279	24.891	23.653	33.895	49.108	53.719	18.35	42.143	54.498	82.626	11.444	26.312	59.416	71.366	9.299	50.98	62.861	55.776
CNAG_01959	4363	228.52	56.402	12.829	118.219	211.346	332.092	14.75	137.566	91.059	163.682	24.678	22.379	55.196	99.607	12.444	18.314	21.565	26.559	171.273	29.501	14.748	129.152	308.148	307.231	21.686	126.842	136.909	267.396	12.716	59.515	105.489	205.589	0	26.291	36.416	23.4
CNAG_01960	2077	1.583	15.832	5.578	3.407	6.829	6	7.895	12.601	12.249	6.469	6.547	5.924	11.964	13.962	3.733	13.792	14.5	7.841	4.058	11.677	2.226	6.428	4.757	1.58	14.087	13.634	11.963	5.205	9.537	5.638	13.968	13.999	13.675	8.657	26.011	33.979
CNAG_01961	1402	207.937	297.84	230.369	126.055	54.274	131.832	208.998	240.478	204.535	275.475	205.481	184.298	200.665	175.035	79.644	176.586	139.426	155.308	183.954	161.948	170.439	97.4	73.534	111.603	158.292	201.625	155.075	163.3	180.565	226.156	152.605	158.652	132.378	193.017	291.76	300.037
CNAG_01962	913	31.138	20.78	15.618	8.177	9.345	12.324	16.205	33.604	23.342	15.468	8.058	14.481	11.148	15.324	16.178	13.566	11.526	15.936	25.361	13.829	12.383	13.441	6.428	12.209	24.096	22.724	31.901	20.819	7.629	6.265	8.339	4.117	15.863	16.993	14.306	13.143
CNAG_01963	833	7.916	0.99	2.789	8.858	6.649	3.73	5.609	2.625	14.098	13.5	2.518	7.898	7.07	5.449	0	11.757	0.744	3.541	5.749	0.922	3.339	3.312	8.742	3.878	1.668	16.527	15.951	5.855	0	6.265	7.714	0.549	0	2.886	0.867	4.167
CNAG_01964	2897	15.833	7.916	20.081	33.728	8.986	8.594	5.609	31.504	19.182	28.546	9.569	19.417	14.411	8.173	4.978	12.662	11.526	6.83	15.724	5.531	16	21.038	17.612	19.534	13.716	26.443	7.975	11.06	12.08	4.385	17.512	6.313	6.564	14.428	6.069	22.759
CNAG_01965	2692	11.083	0	3.347	9.88	19.05	21.404	0	0	8.551	2.109	0	13.164	22.296	7.832	0	0.226	0	0	8.285	0	1.53	5.065	14.013	10.629	1.297	0	0	0	3.815	1.879	6.046	3.294	0	0	0	0
CNAG_01969	3530	18.472	18.801	20.638	18.738	15.096	19.134	39.473	36.229	20.107	19.687	33.24	19.417	7.885	12.259	18.252	26.68	9.667	6.071	8.285	59.924	38.54	20.844	11.056	17.667	77.292	21.485	11.077	33.181	47.684	34.456	19.597	8.509	73.3	33.345	11.272	10.578
CNAG_01970	3241	54.887	106.866	174.59	114.812	24.621	41.998	172.018	128.64	85.743	98.153	195.912	60.555	70.151	77.642	89.6	78.458	51.309	73.607	57.655	31.959	206.058	96.426	38.438	47.255	208.337	118.992	136.466	115.156	188.83	48.865	47.533	67.249	105.574	93.943	53.323	91.357
CNAG_01971	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.771	0	0	0.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_01972	3792	42.221	119.73	65.262	73.93	66.854	55.781	21.814	25.728	58.241	73.404	34.75	133.616	112.84	138.598	33.185	82.075	43.129	47.807	71.519	42.1	26.435	51.037	58.364	49.697	20.203	29.335	42.535	51.397	16.531	106.5	104.447	117.754	14.769	78.874	126.155	108.347
CNAG_01973	3959	192.632	325.546	235.389	376.121	198.586	174.478	413.217	343.915	288.198	222.883	160.658	294.548	265.378	290.818	109.511	315.413	148.721	174.532	258.516	133.062	248.354	388.041	165.322	148.373	378.306	371.436	197.167	225.107	110.628	217.385	203.473	203.393	166.293	269.647	222.83	311.577
CNAG_01974	416	46.443	29.685	37.93	38.839	33.966	47.836	46.536	67.733	65.867	52.592	19.138	31.923	47.311	38.991	36.504	46.351	21.936	20.742	45.988	3.38	11.826	27.077	34.453	40.935	24.467	22.311	55.827	66.361	17.166	25.059	13.759	27.997	44.308	40.399	42.052	35.261
CNAG_01975	3139	53.831	25.727	120.484	176.477	98.125	61.619	94.735	119.189	79.503	45.28	44.319	82.934	72.87	72.875	10.785	36.855	27.885	20.236	53.935	8.297	76.245	115.516	89.475	54.581	93.047	79.328	54.055	49.445	36.24	147.847	72.55	55.171	16.41	59.316	61.994	58.982
CNAG_01976	640	698.753	47.496	83.669	287.201	563.948	817.745	127.767	318.712	504.058	585.261	75.041	177.058	267.282	280.772	46.459	137.47	86.258	47.807	829.314	38.105	105.881	284.992	634.807	782.801	143.463	352.43	607.007	732.574	134.152	234.927	466.571	432.039	111.591	179.871	221.963	111.873
CNAG_01977	1474	0	0	0	5.451	6.649	6.973	11.011	9.451	21.494	23.905	0	11.519	1.903	6.64	0	5.879	13.013	5.565	3.043	2.766	7.652	4.091	5.785	7.182	3.336	12.808	13.292	15.614	4.451	3.132	4.378	0	10.393	16.031	19.508	7.693
CNAG_01978	1133	7.916	11.874	28.448	33.388	23.722	21.08	26.384	36.229	28.889	25.452	2.518	13.164	13.323	17.197	0	19.671	4.462	12.647	12.85	5.531	28.801	22.597	24.94	21.689	31.695	66.52	25.255	29.277	7.629	0	13.968	10.705	14.769	19.238	10.838	27.247
CNAG_01979	989	28.499	20.78	36.257	32.025	48.523	47.025	41.966	68.783	49.92	56.389	9.065	30.278	22.568	26.562	6.637	25.776	14.129	7.335	37.704	13.829	24.209	39.155	42.809	43.09	36.7	57.43	32.344	52.048	22.888	37.588	45.239	22.782	23.522	51.3	28.612	30.132
CNAG_01980	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	1.873	0	0	8.551	60.454	0.507	0.307	0	0	0	0	0	0	0	0	0	1.253	0	6.039	0	2.565	16.907	88.152
CNAG_01981	1643	205.826	50.465	63.031	232.35	289.702	267.879	85.178	245.203	140.055	181.259	58.925	235.309	486.98	384.295	43.141	204.849	172.145	170.485	152.844	8.912	29.218	158.956	218.544	229.813	82.668	194.188	139.124	166.553	47.684	219.265	355.453	372.751	92.993	242.073	313.869	248.749
CNAG_01982	2372	23.749	140.509	29.563	60.983	64.158	56.105	113.017	74.034	61.245	66.654	67.486	143.818	90	150.857	279.169	276.524	129.759	168.967	44.805	94.342	37.844	30.389	71.477	68.657	62.835	76.849	106.78	77.421	29.882	98.982	104.447	147.398	266.397	217.384	263.581	237.85
CNAG_01983	3234	52.776	293.882	572.297	316.841	116.096	87.888	535.998	138.616	97.761	85.919	374.701	234.98	168.852	243.313	104.948	202.136	201.146	213.739	62.558	163.485	537.753	299.407	118.014	92.356	512.131	132.626	50.953	70.915	364.944	301.959	259.137	227.274	257.644	223.156	407.077	471.853
CNAG_01984	1146	518.787	1241.825	1691.232	1545.708	356.376	261.393	1526.14	1570.981	821.608	884.642	1170.436	1509.597	1425.048	995.387	444.265	754.279	429.061	399.148	668.354	956.938	1581.259	1785.533	426.419	264.141	1922.854	1853.874	1097.93	951.825	1745.882	1912.617	1936.75	1469.319	1412.941	1806.087	1783.94	1185.723
CNAG_01985	2812	500.844	982.575	739.635	488.549	501.227	888.769	695.966	700.956	580.326	774.114	765.518	672.358	590.303	637.483	435.554	951.667	662.182	697.37	632.341	1274.995	865.971	410.832	514.479	1135.995	784.6	623.054	659.733	973.946	738.789	696.009	475.744	612.376	798.096	1026.645	939.874	1061.349
CNAG_01986	1367	49.609	111.814	95.941	62.346	37.201	90.969	82.685	78.234	63.787	68.763	148.571	50.024	46.767	76.621	72.592	64.213	51.681	48.566	54.611	86.659	94.055	36.817	32.653	48.261	75.624	34.706	47.409	88.481	72.48	43.853	27.31	66.425	47.043	35.589	62.427	56.417
CNAG_01987	3075	43.804	33.643	52.99	64.731	63.26	64.051	67.104	114.463	105.85	120.23	106.77	51.011	36.979	40.864	43.97	70.77	34.95	44.012	66.616	41.178	45.497	43.051	56.822	53.575	58.572	115.686	67.347	89.783	42.598	41.347	32.105	41.447	42.12	66.049	79.768	92.319
CNAG_01988	6229	243.297	214.722	248.218	342.734	251.602	281.824	361.279	424.774	344.821	320.474	230.663	239.258	169.396	250.805	106.192	208.693	136.08	164.667	257.671	219.414	417.959	433.819	271.252	190.17	615.187	411.1	364.204	300.576	405.635	187.315	180.541	218.765	373.612	288.563	258.379	293.946
CNAG_01989	2738	10.555	13.853	5.578	22.145	2.875	9.081	6.44	7.351	12.48	5.484	7.554	5.924	15.227	7.322	4.148	9.949	6.692	2.277	6.256	20.589	16	11.104	8.87	2.729	17.423	5.371	0	18.217	29.882	15.035	13.968	0.274	25.71	3.848	9.537	1.282
CNAG_01990	1023	1642.915	214.722	331.33	811.182	1586.889	2244.867	400.336	834.846	1200.634	1600.54	249.8	415.329	684.654	734.196	111.585	291.673	285.917	116.102	1763.962	93.42	196.04	717.447	1413.468	1744.138	265.426	710.645	1180.341	1201.655	249.866	578.233	826.611	777.342	303.047	480.619	497.682	215.411
CNAG_01991	683	372.598	355.231	295.631	276.64	329.598	368.739	245.354	291.409	336.501	364.488	149.578	190.88	258.309	154.944	84.207	160.307	132.362	70.066	392.424	224.33	175.866	272.33	331.673	291.144	245.593	247.486	326.1	247.878	169.756	151.606	184.502	139.438	210.054	214.178	153.033	101.615
CNAG_01992	3686	13.194	3.958	13.945	25.211	2.875	12.648	37.811	67.208	79.503	44.436	38.276	26.657	34.26	19.921	23.23	31.88	28.629	30.353	5.579	9.526	30.192	24.35	14.141	7.182	45.597	56.191	65.131	42.939	8.265	21.3	18.763	23.331	56.343	25.329	33.815	40.71
CNAG_01993	1166	25.332	57.391	61.357	54.51	24.621	60.646	76.66	54.606	42.063	49.92	52.881	30.936	59.003	28.775	19.496	36.403	24.167	14.418	40.578	93.727	58.158	41.298	26.611	78.424	87.487	60.322	31.901	55.301	60.4	80.815	35.233	30.193	37.744	48.735	40.317	49.044
CNAG_01994	3480	2.639	0	6.694	8.517	17.612	6	2.909	0	13.173	6.328	13.598	20.734	11.964	20.432	1.659	10.853	7.808	1.771	7.101	4.302	1.391	4.091	8.356	6.32	0.185	3.305	4.874	0	10.173	33.203	22.307	12.077	5.47	0	0.434	10.258
CNAG_01995	1024	0	0	2.231	2.726	0.18	0.486	1.454	1.575	2.311	0	0.504	14.151	9.789	7.662	1.244	6.105	0	0	0.676	0.615	1.67	1.364	1.543	3.591	2.039	0	0	0	6.994	34.456	42.529	19.488	0	4.809	3.468	0
CNAG_01996	4238	40.11	38.591	19.523	75.292	65.416	49.133	52.353	90.835	55.467	43.592	13.598	24.683	50.574	25.2	18.667	45.673	7.436	20.994	57.147	38.105	37.566	58.05	50.651	40.074	53.382	48.754	24.812	25.373	12.08	18.794	34.19	27.174	3.282	25.009	6.069	73.727
CNAG_01997	1566	87.608	31.664	15.06	30.662	58.228	34.863	19.736	23.103	22.649	42.045	5.54	19.088	14.683	22.305	3.733	18.767	6.321	11.888	111.082	8.297	19.34	38.765	30.211	34.185	25.949	27.682	28.357	35.132	6.358	24.432	28.77	19.763	3.829	7.695	10.405	41.031
CNAG_01999	1054	32.721	6.927	7.251	15.331	19.948	21.891	8.102	26.778	23.111	37.827	5.54	13.822	16.586	20.773	4.563	6.105	7.436	18.465	15.386	4.302	3.896	11.104	11.827	23.556	8.526	13.221	13.292	34.482	0	16.288	27.31	17.293	9.846	15.711	17.341	23.4
CNAG_02000	1568	13.194	12.864	98.172	13.968	5.391	6.81	41.342	9.976	20.107	16.171	140.513	36.53	6.526	3.405	58.074	16.053	16.359	8.094	16.4	81.742	68.871	4.091	1.671	2.729	35.032	23.137	22.154	37.735	98.548	30.071	5.003	6.588	90.805	41.361	41.618	11.219
CNAG_02001	4331	101.33	260.239	108.77	89.942	50.5	49.133	123.612	157.518	118.561	127.402	80.581	63.517	109.033	151.879	53.511	201.91	137.567	220.315	106.01	119.54	123.969	97.205	40.624	52.426	137.532	120.644	134.251	117.108	101.091	62.021	102.571	143.556	53.061	175.382	118.351	275.675
CNAG_02002	1439	221.659	85.097	109.328	131.165	205.415	221.017	163.292	253.079	205.922	200.243	129.937	93.794	112.024	80.877	79.229	125.939	80.31	83.725	195.282	19.975	71.515	120.581	142.568	142.484	92.491	174.769	218.877	145.083	39.419	102.741	86.101	83.718	123.625	99.073	46.82	62.828
CNAG_02004	2490	58.054	116.761	92.036	54.17	33.966	63.402	118.003	80.859	73.725	79.029	126.411	128.021	86.194	121.401	108.681	79.814	99.271	88.025	70.673	60.846	92.663	29.804	32.653	55.155	85.633	67.759	80.196	98.891	96.004	112.138	86.726	119.95	144.959	124.724	142.195	70.842
CNAG_02005	1606	2.639	0.99	0	2.044	0.539	0	0.623	26.778	3.236	4.922	0	1.646	1.903	0.511	4.978	30.072	18.218	9.612	3.551	5.224	1.53	0	0	0.862	1.483	3.305	6.203	0	1.907	0	0	0	3.282	3.206	8.237	9.617
CNAG_02006	1334	20.055	41.559	81.996	42.246	14.018	31.296	108.031	57.232	53.387	34.171	52.378	13.164	16.858	27.583	26.963	7.461	8.551	11.383	18.598	39.027	59.967	18.311	16.455	28.583	77.663	55.777	42.092	30.578	21.617	20.047	14.593	20.037	34.462	7.054	39.017	45.839
CNAG_02007	1087	245.408	234.512	43.508	75.292	87.881	148.371	78.738	148.592	129.655	190.119	52.881	164.223	95.71	112.036	38.163	127.522	77.335	71.078	178.374	42.1	30.61	68.959	74.948	127.834	66.171	126.016	120.958	152.891	22.253	89.585	171.159	128.733	42.12	123.12	70.664	92.64
CNAG_02008	1224	127.718	242.428	278.897	104.251	189.061	443.33	204.219	84.01	125.263	226.961	327.863	260.65	219.97	264.596	87.94	145.158	95.553	68.801	131.541	484.922	536.919	124.087	383.61	475.282	303.979	126.429	256.981	400.118	586.835	436.024	371.714	359.301	475.903	241.752	221.963	200.666
CNAG_02009	2665	10.555	6.927	8.367	15.672	13.119	32.917	7.064	29.928	33.974	52.592	19.138	21.063	15.77	25.54	25.718	37.759	21.193	45.783	23.163	5.839	11.131	14.805	12.984	15.8	18.535	21.898	29.686	53.349	4.451	47.612	21.056	30.468	25.163	37.834	38.15	83.023
CNAG_02010	1827	25.86	0	10.04	31.343	29.833	15.567	20.775	22.053	16.178	11.531	16.116	17.113	24.471	17.878	0	7.461	3.346	4.806	18.767	6.453	13.635	29.415	21.983	18.385	15.94	47.927	15.064	8.458	7.629	18.168	13.343	8.784	2.735	5.771	4.335	19.233
CNAG_02011	1357	13.722	1.979	29.563	31.684	42.772	23.512	29.916	37.804	18.258	9.281	16.116	18.101	41.873	45.121	0	20.123	9.295	11.383	9.637	2.458	27.409	35.843	27.897	6.751	29.657	29.335	5.317	18.867	15.895	27.565	23.558	13.175	0.547	13.146	3.902	10.258
CNAG_02012	2116	35.888	25.727	20.638	22.486	27.137	41.998	27.215	33.079	54.312	51.889	9.569	28.961	22.568	20.602	24.474	15.149	10.782	11.635	43.79	13.521	13.635	20.649	27.639	28.296	12.604	25.203	31.015	22.12	9.537	16.915	21.473	11.803	3.829	15.069	20.809	23.4
CNAG_02013	1181	4.75	5.937	5.02	5.11	3.594	7.783	1.662	4.726	9.245	11.109	4.029	6.253	15.499	7.492	0.83	9.949	4.462	1.518	9.299	9.219	13.635	5.454	4.628	5.027	2.039	0	12.849	9.108	6.358	8.771	7.714	19.488	7.111	16.352	3.902	12.181
CNAG_02016	1477	0	0	3.905	0	0	0	0	0	0.693	0	0	0.987	0	1.192	0	4.296	0	0.506	0	0	0	0	0	0	0	0	0	0	0	0	1.251	0	0	4.168	0	3.206
CNAG_02018	3316	0	0	0	0.681	0	0.324	0	0	0	0.422	0	0.658	0.272	0.511	0	2.035	0	0.253	0.676	0	0	0.779	0.257	0.144	0.185	0	0	0	0.636	0	0.417	0.274	0.547	0	0.434	1.603
CNAG_02020	1555	42.749	28.696	16.176	34.069	25.52	44.755	13.712	61.432	55.236	41.764	29.211	25.999	32.357	26.051	12.859	39.342	24.167	20.994	40.24	20.897	8.626	13.441	28.025	36.914	12.233	41.73	16.394	36.434	8.901	35.709	24.809	34.585	18.052	33.024	26.445	40.069
CNAG_02021	650	30.082	45.517	3.905	10.221	14.916	14.432	19.113	30.454	32.125	29.249	11.583	19.746	17.946	25.71	2.074	23.515	13.757	10.118	32.293	6.453	6.122	7.208	15.812	17.38	13.531	34.706	23.926	13.663	8.265	15.035	23.349	19.488	10.393	18.276	25.578	13.784
CNAG_02022	1347	45.387	68.276	55.222	30.662	35.763	37.944	32.409	56.707	57.085	62.154	17.627	37.518	36.163	34.224	17.837	42.96	13.013	13.912	84.707	15.672	31.583	43.44	32.91	54.581	25.949	50.406	61.144	47.494	30.518	30.071	35.233	37.604	24.616	45.529	29.046	34.94
CNAG_02023	1382	10.555	37.601	20.081	1.363	3.055	0	5.194	0	7.858	2.109	9.065	6.253	7.07	2.895	0	11.305	2.603	3.035	7.101	21.511	18.366	1.558	0	2.873	3.151	4.958	8.418	7.157	10.173	1.253	3.544	3.019	4.923	8.016	10.405	4.808
CNAG_02024	3876	115.579	75.202	94.267	150.585	154.735	213.557	126.105	131.265	128.961	154.542	37.269	50.682	39.426	40.013	21.57	50.873	21.193	33.642	109.899	31.345	55.375	155.45	154.138	225.791	123.816	187.99	153.303	152.891	27.339	49.491	55.455	70.817	37.744	75.988	48.554	58.02
CNAG_02025	1792	106.08	20.78	79.207	58.939	95.609	95.509	56.716	109.213	97.53	66.795	51.37	63.517	90.544	67.426	26.133	49.743	49.078	43.76	78.113	27.964	23.375	65.258	84.332	73.253	60.425	93.789	51.839	70.915	91.554	64.527	56.914	36.781	65.095	91.378	80.201	54.494
CNAG_02026	2666	1.583	29.685	8.925	18.397	7.368	4.378	16.205	10.501	8.551	6.047	0	14.81	10.604	7.662	3.733	11.983	2.603	5.312	4.903	8.912	12.522	8.961	1.928	5.602	12.789	6.611	1.329	3.904	2.543	1.253	1.668	5.49	6.564	7.695	9.104	6.09
CNAG_02027	3914	89.191	50.465	35.699	56.214	96.148	82.374	36.98	81.384	137.975	96.887	70.508	118.148	150.091	126.509	26.133	115.312	78.079	113.825	79.804	43.637	47.862	77.335	62.864	68.944	46.709	70.651	49.181	80.674	75.023	72.044	88.186	124.616	62.907	102.28	81.502	143.287
CNAG_02028	2858	96.58	133.583	47.413	109.702	87.342	112.373	157.891	143.867	113.939	137.667	67.486	144.806	92.991	106.077	93.333	160.081	84.028	93.337	138.811	72.523	53.706	59.803	104.901	139.755	114.178	154.524	119.186	215.999	36.876	100.235	103.196	113.362	82.599	160.313	137.86	157.712
CNAG_02029	1584	24.805	30.675	34.025	14.99	13.299	16.702	30.124	18.377	16.409	32.343	31.729	8.228	11.692	33.032	33.6	27.811	28.629	23.777	23.501	31.037	39.931	12.662	11.699	13.502	31.695	32.64	27.027	28.626	36.24	15.662	13.551	11.803	14.222	31.101	12.572	31.735
CNAG_02030	3205	622.756	1499.095	966.657	476.965	542.202	1280.21	748.735	591.743	1228.137	1088.963	891.425	895.161	1281.755	1859.667	373.746	918.203	755.133	596.192	868.37	1358.889	1042.254	455.052	693.171	1475.4	743.452	568.516	1044.319	1167.174	1131.072	1167.116	1137.867	1729.256	684.316	1054.539	2146.797	1262.655
CNAG_02031	1275	0	0	0	0	0	0	0	0	0	0	3.525	2.633	0	0	0	0	0	0	0	0	0	0	0	0.862	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_02032	4981	202.132	149.415	118.252	174.774	149.523	189.883	76.66	202.673	171.948	191.806	68.997	178.374	157.704	172.822	57.244	202.136	97.784	111.549	138.642	80.82	51.897	148.242	149.124	166.902	45.412	187.577	108.995	170.457	50.227	125.294	115.705	180.062	33.915	175.382	117.051	192.011
CNAG_02033	605	76.525	30.675	18.407	39.179	37.561	39.241	36.772	25.203	44.605	52.311	19.642	28.961	14.955	28.435	27.378	40.02	22.308	30.1	40.747	3.38	12.105	26.298	28.925	20.396	28.73	33.88	56.713	53.349	24.16	43.227	30.229	20.586	39.932	35.269	25.578	20.515
CNAG_02034	981	30.61	11.874	45.739	41.905	39.358	36.647	38.849	39.905	25.422	9.422	27.196	27.645	17.946	18.048	9.956	10.627	3.718	5.059	14.202	11.063	36.871	55.128	35.224	43.234	32.251	23.137	23.04	18.217	28.611	13.782	15.636	15.371	6.017	11.543	7.803	11.54
CNAG_02035	1009	125.607	221.648	212.52	41.223	46.007	58.376	199.441	66.158	102.383	120.512	335.921	231.36	222.145	295.755	198.281	291.22	101.874	108.261	110.237	209.273	237.919	36.817	21.854	49.123	167.745	89.657	92.159	112.554	244.144	215.506	283.529	334.048	353.919	399.5	316.471	224.387
CNAG_02036	1411	75.997	39.58	59.684	215.997	255.376	273.068	86.632	183.246	199.451	176.619	39.787	85.238	107.402	133.32	9.541	69.414	26.398	31.618	152.337	23.048	80.002	242.915	344.4	261.987	115.29	251.205	149.315	153.541	25.432	150.353	184.919	202.021	20.24	132.419	79.334	92.96
CNAG_02037	960	115.579	59.37	44.066	84.491	117.354	104.914	86.424	111.313	87.823	105.887	55.399	49.695	44.864	56.188	34.015	48.838	33.462	36.93	79.973	16.902	40.071	56.102	62.864	65.784	65.43	118.165	79.31	81.325	60.4	76.429	45.031	43.918	42.667	43.605	35.982	21.798
CNAG_02038	2144	92.358	26.717	96.498	59.28	45.827	33.566	95.566	79.284	78.579	73.123	61.443	34.556	30.181	28.605	8.296	45.899	21.193	16.189	65.263	35.032	67.341	49.284	25.068	29.445	75.253	95.441	44.75	73.518	61.036	9.397	15.01	14.548	43.214	35.269	30.346	49.365
CNAG_02039	2045	4.75	50.465	3.347	7.495	2.516	2.594	3.116	8.401	0.924	5.625	0	14.481	4.079	6.64	0.83	1.357	4.09	1.771	18.091	9.526	6.261	0.779	0.771	0.862	1.854	0	3.101	7.157	5.722	3.759	6.671	3.294	4.376	0	0	0
CNAG_02040	3347	8.444	0	6.136	19.079	21.386	13.135	9.972	11.551	10.862	1.969	6.547	9.215	21.48	12.6	2.074	13.792	10.41	13.912	8.454	10.448	18.783	17.727	12.856	11.203	8.897	15.287	0	1.301	9.537	15.035	12.926	13.999	7.111	30.139	18.641	34.299
